;Unnamed: 0;Tweets;label;step01;tokens;final_tokens;step02
38;38.0;"Pemerintah melarang bahan bakar minyak (BBM) dengan kadar RON 89 dan 88 serta yang lebih rendah dari keduanya.

https://t.co/ketfdFhRAD";0.0;pemerintah melarang bahan bakar minyak bbm dengan kadar ron   dan   serta yang lebih rendah dari keduanya coketfdfhrad;['pemerintah', 'melarang', 'bahan', 'bakar', 'minyak', 'bbm', 'dengan', 'kadar', 'ron', 'dan', 'serta', 'yang', 'lebih', 'rendah', 'dari', 'keduanya', 'coketfdfhrad'];['pemerintah', 'melarang', 'bahan', 'bakar', 'minyak', 'bbm', 'dengan', 'kadar', 'ron', 'dan', 'serta', 'yang', 'lebih', 'rendah', 'dari', 'keduanya', 'coketfdfhrad'];pemerintah melarang bahan bakar minyak bbm dengan kadar ron dan serta yang lebih rendah dari keduanya coketfdfhrad
39;39.0;@registaco Turuuuuu!!!;0.0;registaco turuuuuu;['registaco', 'turuuuuu'];['registaco', 'turuuuuu'];registaco turuuuuu
40;40.0;Seorang perempuan dilaporkan berupaya menerobos Istana Negara. Perempuan yang diduga berusia 25 tahun itu sempat meâ€¦ https://t.co/lFxiUEruZa;0.0;seorang perempuan dilaporkan berupaya menerobos istana negara perempuan yang diduga berusia   tahun itu sempat me colf;['seorang', 'perempuan', 'dilaporkan', 'berupaya', 'menerobos', 'istana', 'negara', 'perempuan', 'yang', 'diduga', 'berusia', 'tahun', 'itu', 'sempat', 'me', 'colf'];['seorang', 'perempuan', 'dilaporkan', 'berupaya', 'menerobos', 'istana', 'negara', 'perempuan', 'yang', 'diduga', 'berusia', 'tahun', 'itu', 'sempat', 'me', 'colf'];seorang perempuan dilaporkan berupaya menerobos istana negara perempuan yang diduga berusia tahun itu sempat me colf
41;41.0;@aulianagnf ngobrolin apaan si emangnyah?;0.0;aulianagnf ngobrolin apaan si emangnyah;['aulianagnf', 'ngobrolin', 'apaan', 'si', 'emangnyah'];['aulianagnf', 'ngobrolin', 'apaan', 'si', 'emangnyah'];aulianagnf ngobrolin apaan si emangnyah
42;42.0;Jiakh!!! https://t.co/DyulKGOmTp;0.0;jiakh codyulkgomtp;['jiakh', 'codyulkgomtp'];['jiakh', 'codyulkgomtp'];jiakh codyulkgomtp
43;43.0;Sejauh ini japri masih aman, tapi kalo ke grup mampet. Ada yang sama?;0.0;sejauh ini japri masih aman tapi kalo ke grup mampet ada yang sama;['sejauh', 'ini', 'japri', 'masih', 'aman', 'tapi', 'kalo', 'ke', 'grup', 'mampet', 'ada', 'yang', 'sama'];['sejauh', 'ini', 'japri', 'masih', 'aman', 'tapi', 'kalo', 'ke', 'grup', 'mampet', 'ada', 'yang', 'sama'];sejauh ini japri masih aman tapi kalo ke grup mampet ada yang sama
44;44.0;WhatsApp down? https://t.co/6nETJsQcum;0.0;whatsapp down conetjsqcum;['whatsapp', 'down', 'conetjsqcum'];['whatsapp', 'down', 'conetjsqcum'];whatsapp down conetjsqcum
45;45.0;"Temuan itu terungkap setelah Kemenkes melakukan pengujian sel ginjal atau biopsi pasien gagal ginjal akut.

https://t.co/88av6IgzPZ";0.0;temuan itu terungkap setelah kemenkes melakukan pengujian sel ginjal atau biopsi pasien gagal ginjal akut coavigzpz;['temuan', 'itu', 'terungkap', 'setelah', 'kemenkes', 'melakukan', 'pengujian', 'sel', 'ginjal', 'atau', 'biopsi', 'pasien', 'gagal', 'ginjal', 'akut', 'coavigzpz'];['temuan', 'itu', 'terungkap', 'setelah', 'kemenkes', 'melakukan', 'pengujian', 'sel', 'ginjal', 'atau', 'biopsi', 'pasien', 'gagal', 'ginjal', 'akut', 'coavigzpz'];temuan itu terungkap setelah kemenkes melakukan pengujian sel ginjal atau biopsi pasien gagal ginjal akut coavigzpz
46;46.0;"ðŸ‘€ðŸ‘€ðŸ‘€

@jokoanwar https://t.co/t6JjU0VGwg";0.0;jokoanwar cotjjuvgwg;['jokoanwar', 'cotjjuvgwg'];['jokoanwar', 'cotjjuvgwg'];jokoanwar cotjjuvgwg
47;47.0;"Inget gak, berapa kali gagal saat tes ini? ðŸ˜…ðŸ˜…

https://t.co/Zku4AF1CbM";0.0;inget gak berapa kali gagal saat tes ini cozkuafcbm;['inget', 'gak', 'berapa', 'kali', 'gagal', 'saat', 'tes', 'ini', 'cozkuafcbm'];['inget', 'gak', 'berapa', 'kali', 'gagal', 'saat', 'tes', 'ini', 'cozkuafcbm'];inget gak berapa kali gagal saat tes ini cozkuafcbm
48;48.0;Ihiiiiiiwwww ðŸ™ŒðŸ™Œ https://t.co/IpEbUUWSop;0.0;ihiiiiiiwwww coipebuuwsop;['ihiiiiiiwwww', 'coipebuuwsop'];['ihiiiiiiwwww', 'coipebuuwsop'];ihiiiiiiwwww coipebuuwsop
49;49.0;"Bharada E menyalami dan berlutut ke orang tua Brigadir J.

https://t.co/dl31WwWuB7";0.0;bharada menyalami dan berlutut ke orang tua brigadir codlwwwub;['bharada', 'menyalami', 'dan', 'berlutut', 'ke', 'orang', 'tua', 'brigadir', 'codlwwwub'];['bharada', 'menyalami', 'dan', 'berlutut', 'ke', 'orang', 'tua', 'brigadir', 'codlwwwub'];bharada menyalami dan berlutut ke orang tua brigadir codlwwwub
50;50.0;Jubir Kemenkes dr. M Syahril mengatakan obat ini dipastikan tidak menggunakan Propilen Glikol, Polietilen Glikol, Sâ€¦ https://t.co/pZ5bDlvLJL;0.0;jubir kemenkes dr syahril mengatakan obat ini dipastikan tidak menggunakan propilen glikol polietilen glikol copzbdlvljl;['jubir', 'kemenkes', 'dr', 'syahril', 'mengatakan', 'obat', 'ini', 'dipastikan', 'tidak', 'menggunakan', 'propilen', 'glikol', 'polietilen', 'glikol', 'copzbdlvljl'];['jubir', 'kemenkes', 'dr', 'syahril', 'mengatakan', 'obat', 'ini', 'dipastikan', 'tidak', 'menggunakan', 'propilen', 'glikol', 'polietilen', 'glikol', 'copzbdlvljl'];jubir kemenkes dr syahril mengatakan obat ini dipastikan tidak menggunakan propilen glikol polietilen glikol copzbdlvljl
51;51.0;"Beberapa yang ditarik yakni sampo kering aerosol Dove, Nexxus, Suave, TIGI, dan TRESemmÃ©. 

https://t.co/1Y2MK9Mb6R";0.0;beberapa yang ditarik yakni sampo kering aerosol dove ne suave tigi dan tresemm coymkmbr;['beberapa', 'yang', 'ditarik', 'yakni', 'sampo', 'kering', 'aerosol', 'dove', 'ne', 'suave', 'tigi', 'dan', 'tresemm', 'coymkmbr'];['beberapa', 'yang', 'ditarik', 'yakni', 'sampo', 'kering', 'aerosol', 'dove', 'ne', 'suave', 'tigi', 'dan', 'tresemm', 'coymkmbr'];beberapa yang ditarik yakni sampo kering aerosol dove ne suave tigi dan tresemm coymkmbr
52;52.0;"Seorang Perempuan membawa pistol coba terobos Istana Negara. Disebut sempat todong Paspampres.

https://t.co/tHZ4s5k3t8";0.0;seorang perempuan membawa pistol coba terobos istana negara disebut sempat todong paspampres cothzskt;['seorang', 'perempuan', 'membawa', 'pistol', 'coba', 'terobos', 'istana', 'negara', 'disebut', 'sempat', 'todong', 'paspampres', 'cothzskt'];['seorang', 'perempuan', 'membawa', 'pistol', 'coba', 'terobos', 'istana', 'negara', 'disebut', 'sempat', 'todong', 'paspampres', 'cothzskt'];seorang perempuan membawa pistol coba terobos istana negara disebut sempat todong paspampres cothzskt
53;53.0;Insiden ini bermula ketika anggota Sat Gatur melakukan tugas rutin pelayanan masyarakat penjagaan dan pengaturan diâ€¦ https://t.co/J3UG1TYqyB;0.0;insiden ini bermula ketika anggota sat gatur melakukan tugas rutin pelayanan masyarakat penjagaan dan pengaturan di cojugtyqyb;['insiden', 'ini', 'bermula', 'ketika', 'anggota', 'sat', 'gatur', 'melakukan', 'tugas', 'rutin', 'pelayanan', 'masyarakat', 'penjagaan', 'dan', 'pengaturan', 'di', 'cojugtyqyb'];['insiden', 'ini', 'bermula', 'ketika', 'anggota', 'sat', 'gatur', 'melakukan', 'tugas', 'rutin', 'pelayanan', 'masyarakat', 'penjagaan', 'dan', 'pengaturan', 'di', 'cojugtyqyb'];insiden ini bermula ketika anggota sat gatur melakukan tugas rutin pelayanan masyarakat penjagaan dan pengaturan di cojugtyqyb
54;54.0;Penjabat (Pj) Gubernur DKI Jakarta Heru Budi Hartono meminta Dinas Perhubungan mempercepat sebaran informasi titikâ€¦ https://t.co/ADZmNoJGlN;1.0;penjabat pj gubernur dki jakarta heru budi hartono meminta dinas perhubungan mempercepat sebaran informasi titik coadzmnojgln;['penjabat', 'pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'meminta', 'dinas', 'perhubungan', 'mempercepat', 'sebaran', 'informasi', 'titik', 'coadzmnojgln'];['penjabat', 'pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'meminta', 'dinas', 'perhubungan', 'mempercepat', 'sebaran', 'informasi', 'titik', 'coadzmnojgln'];penjabat pj gubernur dki jakarta heru budi hartono meminta dinas perhubungan mempercepat sebaran informasi titik coadzmnojgln
55;55.0;"Rishi Sunak menjadi PM Inggris. Karir politik Rishi di Inggris terbilang moncer.

https://t.co/qTIpE7h3sV";1.0;rishi sunak menjadi pm inggris karir politik rishi di inggris terbilang moncer coqtipehsv;['rishi', 'sunak', 'menjadi', 'pm', 'inggris', 'karir', 'politik', 'rishi', 'di', 'inggris', 'terbilang', 'moncer', 'coqtipehsv'];['rishi', 'sunak', 'menjadi', 'pm', 'inggris', 'karir', 'politik', 'rishi', 'di', 'inggris', 'terbilang', 'moncer', 'coqtipehsv'];rishi sunak menjadi pm inggris karir politik rishi di inggris terbilang moncer coqtipehsv
56;56.0;Polisi meringkus seorang wanita bersenjata api yang diduga hendak menerobos Istana Presiden, Jakarta Pusat. Ia membâ€¦ https://t.co/fWPCjgWaN6;0.0;polisi meringkus seorang wanita bersenjata api yang diduga hendak menerobos istana presiden jakarta pusat ia memb cofwpcjgwan;['polisi', 'meringkus', 'seorang', 'wanita', 'bersenjata', 'api', 'yang', 'diduga', 'hendak', 'menerobos', 'istana', 'presiden', 'jakarta', 'pusat', 'ia', 'memb', 'cofwpcjgwan'];['polisi', 'meringkus', 'seorang', 'wanita', 'bersenjata', 'api', 'yang', 'diduga', 'hendak', 'menerobos', 'istana', 'presiden', 'jakarta', 'pusat', 'ia', 'memb', 'cofwpcjgwan'];polisi meringkus seorang wanita bersenjata api yang diduga hendak menerobos istana presiden jakarta pusat ia memb cofwpcjgwan
57;57.0;"Insiden itu terjadi pada Selasa (25/10/2022) pukul 07.00 WIB di pintu masuk Istana Negara.

https://t.co/h1CvLPOEGM";0.0;insiden itu terjadi pada selasa   pukul     wib di pintu masuk istana negara cohcvlpoegm;['insiden', 'itu', 'terjadi', 'pada', 'selasa', 'pukul', 'wib', 'di', 'pintu', 'masuk', 'istana', 'negara', 'cohcvlpoegm'];['insiden', 'itu', 'terjadi', 'pada', 'selasa', 'pukul', 'wib', 'di', 'pintu', 'masuk', 'istana', 'negara', 'cohcvlpoegm'];insiden itu terjadi pada selasa pukul wib di pintu masuk istana negara cohcvlpoegm
58;58.0;Mahfud mengatakan peralihan tersebut dilakukan secara bertahap karena masih ada beberapa infrastruktur, yakni set tâ€¦ https://t.co/HmqIFeLhYX;0.0;mahfud mengatakan peralihan tersebut dilakukan secara bertahap karena masih ada beberapa infrastruktur yakni set cohmqifelhyx;['mahfud', 'mengatakan', 'peralihan', 'tersebut', 'dilakukan', 'secara', 'bertahap', 'karena', 'masih', 'ada', 'beberapa', 'infrastruktur', 'yakni', 'set', 'cohmqifelhyx'];['mahfud', 'mengatakan', 'peralihan', 'tersebut', 'dilakukan', 'secara', 'bertahap', 'karena', 'masih', 'ada', 'beberapa', 'infrastruktur', 'yakni', 'set', 'cohmqifelhyx'];mahfud mengatakan peralihan tersebut dilakukan secara bertahap karena masih ada beberapa infrastruktur yakni set cohmqifelhyx
59;59.0;Penahanan itu lantaran penyidik menganggap pemeriksaan terhadap para tersangka sudah memadai. Sehingga dinilai sudaâ€¦ https://t.co/AOJfNix5gD;1.0;penahanan itu lantaran penyidik menganggap pemeriksaan terhadap para tersangka sudah memadai sehingga dinilai suda coaojfni;['penahanan', 'itu', 'lantaran', 'penyidik', 'menganggap', 'pemeriksaan', 'terhadap', 'para', 'tersangka', 'sudah', 'memadai', 'sehingga', 'dinilai', 'suda', 'coaojfni'];['penahanan', 'itu', 'lantaran', 'penyidik', 'menganggap', 'pemeriksaan', 'terhadap', 'para', 'tersangka', 'sudah', 'memadai', 'sehingga', 'dinilai', 'suda', 'coaojfni'];penahanan itu lantaran penyidik menganggap pemeriksaan terhadap para tersangka sudah memadai sehingga dinilai suda coaojfni
60;60.0;"Obat ini dianggap efektif untuk melawan penyakit gagal ginjal akut misterius yang kini marak menimpa anak-anak.

https://t.co/ome5FD4HPy";0.0;obat ini dianggap efektif untuk melawan penyakit gagal ginjal akut misterius yang kini marak menimpa anak anak coomefdhpy;['obat', 'ini', 'dianggap', 'efektif', 'untuk', 'melawan', 'penyakit', 'gagal', 'ginjal', 'akut', 'misterius', 'yang', 'kini', 'marak', 'menimpa', 'anak', 'anak', 'coomefdhpy'];['obat', 'ini', 'dianggap', 'efektif', 'untuk', 'melawan', 'penyakit', 'gagal', 'ginjal', 'akut', 'misterius', 'yang', 'kini', 'marak', 'menimpa', 'anak', 'anak', 'coomefdhpy'];obat ini dianggap efektif untuk melawan penyakit gagal ginjal akut misterius yang kini marak menimpa anak anak coomefdhpy
61;61.0;Kepala Kantor Pencarian dan Pertolongan Kupang, I Putu Sudayana mengungkap pihaknya masih dalam proses pencarian beâ€¦ https://t.co/x5u86ZgXkN;0.0;kepala kantor pencarian dan pertolongan kupang putu sudayana mengungkap pihaknya masih dalam proses pencarian be co;['kepala', 'kantor', 'pencarian', 'dan', 'pertolongan', 'kupang', 'putu', 'sudayana', 'mengungkap', 'pihaknya', 'masih', 'dalam', 'proses', 'pencarian', 'be', 'co'];['kepala', 'kantor', 'pencarian', 'dan', 'pertolongan', 'kupang', 'putu', 'sudayana', 'mengungkap', 'pihaknya', 'masih', 'dalam', 'proses', 'pencarian', 'be', 'co'];kepala kantor pencarian dan pertolongan kupang putu sudayana mengungkap pihaknya masih dalam proses pencarian be co
62;62.0;Kapal Feri Cepat (KFC) Cantika 77 pelayaran dari Kupang ke Kalabahi, Kabupaten Alorm, NTT terbakar, Senin (24/10/20â€¦ https://t.co/pu2QIzN7F8;0.0;kapal feri cepat kfc cantika   pelayaran dari kupang ke kalabahi kabupaten alorm ntt terbakar senin   copuqiznf;['kapal', 'feri', 'cepat', 'kfc', 'cantika', 'pelayaran', 'dari', 'kupang', 'ke', 'kalabahi', 'kabupaten', 'alorm', 'ntt', 'terbakar', 'senin', 'copuqiznf'];['kapal', 'feri', 'cepat', 'kfc', 'cantika', 'pelayaran', 'dari', 'kupang', 'ke', 'kalabahi', 'kabupaten', 'alorm', 'ntt', 'terbakar', 'senin', 'copuqiznf'];kapal feri cepat kfc cantika pelayaran dari kupang ke kalabahi kabupaten alorm ntt terbakar senin copuqiznf
63;63.0;Wuiiiih ðŸ™ŒðŸ¼ðŸ™ŒðŸ¼ https://t.co/izdFNi0OuW;0.0;wuiiiih coizdfniouw;['wuiiiih', 'coizdfniouw'];['wuiiiih', 'coizdfniouw'];wuiiiih coizdfniouw
64;64.0;â€œSaya orang diklat. Semua kader mesti siap apapun,â€ kata Ganjar di Kantor DPP PDIP, Jalan Diponegoro, Jakarta Pusatâ€¦ https://t.co/c78xFpxlOe;1.0;saya orang diklat semua kader mesti siap apapun kata ganjar di kantor dpp pdip jalan diponegoro jakarta pusat coc;['saya', 'orang', 'diklat', 'semua', 'kader', 'mesti', 'siap', 'apapun', 'kata', 'ganjar', 'di', 'kantor', 'dpp', 'pdip', 'jalan', 'diponegoro', 'jakarta', 'pusat', 'coc'];['saya', 'orang', 'diklat', 'semua', 'kader', 'mesti', 'siap', 'apapun', 'kata', 'ganjar', 'di', 'kantor', 'dpp', 'pdip', 'jalan', 'diponegoro', 'jakarta', 'pusat', 'coc'];saya orang diklat semua kader mesti siap apapun kata ganjar di kantor dpp pdip jalan diponegoro jakarta pusat coc
65;65.0;"ðŸš¨ðŸš¨ðŸš¨

Rishi SunakÂ jadi Perdana MenteriÂ Inggris menggantikan posisi Liz Truss yang mundur belum lama ini.

Eks Menterâ€¦ https://t.co/ykMiRdGxaM";0.0;rishi sunak jadi perdana menteri inggris menggantikan posisi liz truss yang mundur belum lama ini eks menter coykmirdg;['rishi', 'sunak', 'jadi', 'perdana', 'menteri', 'inggris', 'menggantikan', 'posisi', 'liz', 'truss', 'yang', 'mundur', 'belum', 'lama', 'ini', 'eks', 'menter', 'coykmirdg'];['rishi', 'sunak', 'jadi', 'perdana', 'menteri', 'inggris', 'menggantikan', 'posisi', 'liz', 'truss', 'yang', 'mundur', 'belum', 'lama', 'ini', 'eks', 'menter', 'coykmirdg'];rishi sunak jadi perdana menteri inggris menggantikan posisi liz truss yang mundur belum lama ini eks menter coykmirdg
66;66.0;Dewan Pimpinan Pusat (DPP) PDI Perjuangan memberikan sanksi dalam bentuk teguran lisan kepada Gubernur Jawa Tengahâ€¦ https://t.co/wXytkZfmcc;1.0;dewan pimpinan pusat dpp pdi perjuangan memberikan sanksi dalam bentuk teguran lisan kepada gubernur jawa tengah co;['dewan', 'pimpinan', 'pusat', 'dpp', 'pdi', 'perjuangan', 'memberikan', 'sanksi', 'dalam', 'bentuk', 'teguran', 'lisan', 'kepada', 'gubernur', 'jawa', 'tengah', 'co'];['dewan', 'pimpinan', 'pusat', 'dpp', 'pdi', 'perjuangan', 'memberikan', 'sanksi', 'dalam', 'bentuk', 'teguran', 'lisan', 'kepada', 'gubernur', 'jawa', 'tengah', 'co'];dewan pimpinan pusat dpp pdi perjuangan memberikan sanksi dalam bentuk teguran lisan kepada gubernur jawa tengah co
67;67.0;Pelaku diancam dengan pasal berlapis. Yaitu, pembunuhan berencana, perampokan yang mengakibatkan korban meninggal dâ€¦ https://t.co/UCgOhqPLfh;0.0;pelaku diancam dengan pasal berlapis yaitu pembunuhan berencana perampokan yang mengakibatkan korban meninggal coucgohqplfh;['pelaku', 'diancam', 'dengan', 'pasal', 'berlapis', 'yaitu', 'pembunuhan', 'berencana', 'perampokan', 'yang', 'mengakibatkan', 'korban', 'meninggal', 'coucgohqplfh'];['pelaku', 'diancam', 'dengan', 'pasal', 'berlapis', 'yaitu', 'pembunuhan', 'berencana', 'perampokan', 'yang', 'mengakibatkan', 'korban', 'meninggal', 'coucgohqplfh'];pelaku diancam dengan pasal berlapis yaitu pembunuhan berencana perampokan yang mengakibatkan korban meninggal coucgohqplfh
68;68.0;â€œKami dari kerajaan Saudi sangat menyambut jamaah Indonesia tanpa ada batasan terkait kesehatan, jumlah dan kami saâ€¦ https://t.co/0tpxJOkcrX;0.0;kami dari kerajaan saudi sangat menyambut jamaah indonesia tanpa ada batasan terkait kesehatan jumlah dan kami sa cotp;['kami', 'dari', 'kerajaan', 'saudi', 'sangat', 'menyambut', 'jamaah', 'indonesia', 'tanpa', 'ada', 'batasan', 'terkait', 'kesehatan', 'jumlah', 'dan', 'kami', 'sa', 'cotp'];['kami', 'dari', 'kerajaan', 'saudi', 'sangat', 'menyambut', 'jamaah', 'indonesia', 'tanpa', 'ada', 'batasan', 'terkait', 'kesehatan', 'jumlah', 'dan', 'kami', 'sa', 'cotp'];kami dari kerajaan saudi sangat menyambut jamaah indonesia tanpa ada batasan terkait kesehatan jumlah dan kami sa cotp
69;69.0;Hal itu merupakan buntut temuan etilen glikol (EG) dan dietilon glikol (DG) pada sejumlah produk obat yang ditengarâ€¦ https://t.co/K6lylCmA2a;0.0;hal itu merupakan buntut temuan etilen glikol eg dan dietilon glikol dg pada sejumlah produk obat yang ditengar coklylcmaa;['hal', 'itu', 'merupakan', 'buntut', 'temuan', 'etilen', 'glikol', 'eg', 'dan', 'dietilon', 'glikol', 'dg', 'pada', 'sejumlah', 'produk', 'obat', 'yang', 'ditengar', 'coklylcmaa'];['hal', 'itu', 'merupakan', 'buntut', 'temuan', 'etilen', 'glikol', 'eg', 'dan', 'dietilon', 'glikol', 'dg', 'pada', 'sejumlah', 'produk', 'obat', 'yang', 'ditengar', 'coklylcmaa'];hal itu merupakan buntut temuan etilen glikol eg dan dietilon glikol dg pada sejumlah produk obat yang ditengar coklylcmaa
70;70.0;"â€œKami sudah membantah tegas pernyataan Saudara Kamaruddin tersebut,"" ujar Pengacara Putri Candrawathi, Febri Diansyâ€¦ https://t.co/C7Ih6IOzdi";0.0;kami sudah membantah tegas pernyataan saudara kamaruddin tersebut ujar pengacara putri candrawathi febri diansy cocihiozdi;['kami', 'sudah', 'membantah', 'tegas', 'pernyataan', 'saudara', 'kamaruddin', 'tersebut', 'ujar', 'pengacara', 'putri', 'candrawathi', 'febri', 'diansy', 'cocihiozdi'];['kami', 'sudah', 'membantah', 'tegas', 'pernyataan', 'saudara', 'kamaruddin', 'tersebut', 'ujar', 'pengacara', 'putri', 'candrawathi', 'febri', 'diansy', 'cocihiozdi'];kami sudah membantah tegas pernyataan saudara kamaruddin tersebut ujar pengacara putri candrawathi febri diansy cocihiozdi
71;71.0;Kapolri Jenderal Listyo Sigit Prabowo memerintahkan jajarannya berbenah diri dengan memberantas pungutan liar (pungâ€¦ https://t.co/DmQHbI32OX;0.0;kapolri jenderal listyo sigit prabowo memerintahkan jajarannya berbenah diri dengan memberantas pungutan liar pung codmqhbiox;['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'memerintahkan', 'jajarannya', 'berbenah', 'diri', 'dengan', 'memberantas', 'pungutan', 'liar', 'pung', 'codmqhbiox'];['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'memerintahkan', 'jajarannya', 'berbenah', 'diri', 'dengan', 'memberantas', 'pungutan', 'liar', 'pung', 'codmqhbiox'];kapolri jenderal listyo sigit prabowo memerintahkan jajarannya berbenah diri dengan memberantas pungutan liar pung codmqhbiox
72;72.0;"Angka paparan kasus gagal ginjal akut mengalami lonjakkan yang cukup signifikan ketimbang beberapa hari lalu.

https://t.co/SDaM1PA0SG";0.0;angka paparan kasus gagal ginjal akut mengalami lonjakkan yang cukup signifikan ketimbang beberapa hari lalu cosdampasg;['angka', 'paparan', 'kasus', 'gagal', 'ginjal', 'akut', 'mengalami', 'lonjakkan', 'yang', 'cukup', 'signifikan', 'ketimbang', 'beberapa', 'hari', 'lalu', 'cosdampasg'];['angka', 'paparan', 'kasus', 'gagal', 'ginjal', 'akut', 'mengalami', 'lonjakkan', 'yang', 'cukup', 'signifikan', 'ketimbang', 'beberapa', 'hari', 'lalu', 'cosdampasg'];angka paparan kasus gagal ginjal akut mengalami lonjakkan yang cukup signifikan ketimbang beberapa hari lalu cosdampasg
73;73.0;Namun, tak ada keterangan lebih lanjut terkait industri mana yang dimaksud. Penny mengatakan tindak pidana yang dilâ€¦ https://t.co/EG3tF0KvcB;0.0;namun tak ada keterangan lebih lanjut terkait industri mana yang dimaksud penny mengatakan tindak pidana yang dil coegtfkvcb;['namun', 'tak', 'ada', 'keterangan', 'lebih', 'lanjut', 'terkait', 'industri', 'mana', 'yang', 'dimaksud', 'penny', 'mengatakan', 'tindak', 'pidana', 'yang', 'dil', 'coegtfkvcb'];['namun', 'tak', 'ada', 'keterangan', 'lebih', 'lanjut', 'terkait', 'industri', 'mana', 'yang', 'dimaksud', 'penny', 'mengatakan', 'tindak', 'pidana', 'yang', 'dil', 'coegtfkvcb'];namun tak ada keterangan lebih lanjut terkait industri mana yang dimaksud penny mengatakan tindak pidana yang dil coegtfkvcb
74;74.0;Presiden Joko Widodo panggil Kepala BPOM, Penny Lukito dan Menteri Kesehatan, Budi Gunadi Sadikin untuk membahas teâ€¦ https://t.co/VPVElPhQvE;0.0;presiden joko widodo panggil kepala bpom penny lukito dan menteri kesehatan budi gunadi sadikin untuk membahas te covpvelphqve;['presiden', 'joko', 'widodo', 'panggil', 'kepala', 'bpom', 'penny', 'lukito', 'dan', 'menteri', 'kesehatan', 'budi', 'gunadi', 'sadikin', 'untuk', 'membahas', 'te', 'covpvelphqve'];['presiden', 'joko', 'widodo', 'panggil', 'kepala', 'bpom', 'penny', 'lukito', 'dan', 'menteri', 'kesehatan', 'budi', 'gunadi', 'sadikin', 'untuk', 'membahas', 'te', 'covpvelphqve'];presiden joko widodo panggil kepala bpom penny lukito dan menteri kesehatan budi gunadi sadikin untuk membahas te covpvelphqve
75;75.0;"Presiden Joko Widodo atau Jokowi menegaskan komitmen dukungan terhadap kemerdekaan Palestina.

https://t.co/GvA39d1E3o";1.0;presiden joko widodo atau jokowi menegaskan komitmen dukungan terhadap kemerdekaan palestina cogvadeo;['presiden', 'joko', 'widodo', 'atau', 'jokowi', 'menegaskan', 'komitmen', 'dukungan', 'terhadap', 'kemerdekaan', 'palestina', 'cogvadeo'];['presiden', 'joko', 'widodo', 'atau', 'jokowi', 'menegaskan', 'komitmen', 'dukungan', 'terhadap', 'kemerdekaan', 'palestina', 'cogvadeo'];presiden joko widodo atau jokowi menegaskan komitmen dukungan terhadap kemerdekaan palestina cogvadeo
77;77.0;Pasti kalian udah tau dong, kalau Presiden Jokowi selalu mengunggah ucapan di hari nasional dalam bentuk poster, meâ€¦ https://t.co/UiAOyHsblb;1.0;pasti kalian udah tau dong kalau presiden jokowi selalu mengunggah ucapan di hari nasional dalam bentuk poster me couiaoyhsblb;['pasti', 'kalian', 'udah', 'tau', 'dong', 'kalau', 'presiden', 'jokowi', 'selalu', 'mengunggah', 'ucapan', 'di', 'hari', 'nasional', 'dalam', 'bentuk', 'poster', 'me', 'couiaoyhsblb'];['pasti', 'kalian', 'udah', 'tau', 'dong', 'kalau', 'presiden', 'jokowi', 'selalu', 'mengunggah', 'ucapan', 'di', 'hari', 'nasional', 'dalam', 'bentuk', 'poster', 'me', 'couiaoyhsblb'];pasti kalian udah tau dong kalau presiden jokowi selalu mengunggah ucapan di hari nasional dalam bentuk poster me couiaoyhsblb
78;78.0;Hihi.. mana nih yang jadi favorit kalian dari deretan poster pak Jokowi? coba spill di kolom komentar yaa ðŸ˜ðŸ‘‡ðŸ» https://t.co/NV1VlBlQ0L;1.0;hihi mana nih yang jadi favorit kalian dari deretan poster pak jokowi coba spill di kolom komentar yaa convvlblql;['hihi', 'mana', 'nih', 'yang', 'jadi', 'favorit', 'kalian', 'dari', 'deretan', 'poster', 'pak', 'jokowi', 'coba', 'spill', 'di', 'kolom', 'komentar', 'yaa', 'convvlblql'];['hihi', 'mana', 'nih', 'yang', 'jadi', 'favorit', 'kalian', 'dari', 'deretan', 'poster', 'pak', 'jokowi', 'coba', 'spill', 'di', 'kolom', 'komentar', 'yaa', 'convvlblql'];hihi mana nih yang jadi favorit kalian dari deretan poster pak jokowi coba spill di kolom komentar yaa convvlblql
79;79.0;"AKP Manaek S Ritonga punya harta mencapai Rp11.464.500.000 (Rp11,4 miliar).

https://t.co/UcaWHUT6kA";0.0;akp manaek ritonga punya harta mencapai rp       rp   miliar coucawhutka;['akp', 'manaek', 'ritonga', 'punya', 'harta', 'mencapai', 'rp', 'rp', 'miliar', 'coucawhutka'];['akp', 'manaek', 'ritonga', 'punya', 'harta', 'mencapai', 'rp', 'rp', 'miliar', 'coucawhutka'];akp manaek ritonga punya harta mencapai rp rp miliar coucawhutka
